"","CellPop","SampleA","SampleB","lowExpression","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"Srl_ENSMUSG00000022519","CD11b+","Nb","PBS",FALSE,205.828761807752,0.719612819716734,0.166158116182188,4.33089178098107,1.48506660023915e-05,0.000402362956561859
"Tuba1a_ENSMUSG00000072235","CD11b+","Nb","PBS",FALSE,6496.19443086726,0.719376686592322,0.100612056332821,7.15000480869458,8.67748607088927e-13,1.64575061166386e-10
"Scube3_ENSMUSG00000038677","CD11b+","Nb","PBS",FALSE,1635.81043343843,-0.71802129862374,0.144930941558265,-4.95423055217703,7.26170652626028e-07,3.01916897465686e-05
"Spata13_ENSMUSG00000021990","CD11b+","Nb","PBS",FALSE,159.492985608944,-0.717469848197082,0.192468112125704,-3.72773359842846,0.000193209450239796,0.00334791594314139
"Pde4a_ENSMUSG00000032177","CD11b+","Nb","PBS",FALSE,237.651788593539,-0.717251410894715,0.138628419036803,-5.17391322701514,2.29241318354884e-07,1.15412583731759e-05
"Slc15a2_ENSMUSG00000022899","CD11b+","Nb","PBS",FALSE,209.613907869218,-0.715934297503728,0.20638719810331,-3.46888907879527,0.000522615177216629,0.00751909809233789
"Hist2h2bb_ENSMUSG00000050936","CD11b+","Nb","PBS",FALSE,169.652019182143,0.713833520089136,0.178918573739816,3.9897116613907,6.61536639525767e-05,0.00137522143757271
"Gbp2_ENSMUSG00000028270","CD11b+","Nb","PBS",FALSE,4690.62073306062,0.708683850663154,0.094245719892216,7.51953352866994,5.49720200789747e-14,1.38379566907892e-11
"Ccl17_ENSMUSG00000031780","CD11b+","Nb","PBS",FALSE,1154.85216145952,0.703023462647648,0.131807585145836,5.33371020999892,9.62260487526747e-08,5.50516382223464e-06
"Sfxn3_ENSMUSG00000025212","CD11b+","Nb","PBS",FALSE,181.064370537048,-0.702851306448731,0.158141546294817,-4.4444443785723,8.81193010486743e-06,0.000262368112477182
"Zfp36_ENSMUSG00000044786","CD11b+","Nb","PBS",FALSE,11485.891583587,-0.699747537873118,0.0942528103060462,-7.42415568937397,1.13501589259129e-13,2.75689386542568e-11
"Pabpc1_ENSMUSG00000022283","CD11b+","Nb","PBS",FALSE,3614.3896250126,-0.69906309840963,0.198395899682512,-3.52357634169014,0.000425764423885145,0.00639339311137726
"Setd1b_ENSMUSG00000038384","CD11b+","Nb","PBS",FALSE,198.918232581673,-0.698950292166138,0.15037860555308,-4.64793704925948,3.35271190566418e-06,0.000113770334151766
"Myo5b_ENSMUSG00000025885","CD11b+","Nb","PBS",FALSE,189.362599906854,-0.698641832794444,0.154508244820281,-4.52171231125616,6.13413920447101e-06,0.000193455939147838
"Eif1a_ENSMUSG00000057561","CD11b+","Nb","PBS",FALSE,558.21073114128,0.697760833454668,0.0974999910734617,7.15652202397575,8.27495911311178e-13,1.6136170270568e-10
"Cdk14_ENSMUSG00000028926","CD11b+","Nb","PBS",FALSE,531.41334759692,-0.694511736061271,0.122018142460734,-5.69187271708196,1.25653511807162e-08,9.25357910090509e-07
"Adap1_ENSMUSG00000056413","CD11b+","Nb","PBS",FALSE,2909.92170037156,0.69215802344345,0.084612807234745,8.1802985394772,2.8314149908888e-16,1.15296883967222e-13
"Zc3h12c_ENSMUSG00000035164","CD11b+","Nb","PBS",FALSE,8402.39347388101,-0.691009322297106,0.126668538328083,-5.45525614661573,4.89022999623854e-08,3.12525325969247e-06
"Hcls1_ENSMUSG00000022831","CD11b+","Nb","PBS",FALSE,387.092988198737,0.690959996413387,0.160244307615582,4.31191601558145,1.61845912607536e-05,0.000432578505801415
"Il1rn_ENSMUSG00000026981","CD11b+","Nb","PBS",FALSE,178.794377743928,0.69027932463336,0.17168542815416,4.02060519669463,5.80488200004123e-05,0.00123834501218137
"Polg2_ENSMUSG00000020718","CD11b+","Nb","PBS",FALSE,213.296549500978,-0.689600613912946,0.200505321064752,-3.43931328231556,0.000583191925591517,0.00819725097443102
"Irf9_ENSMUSG00000002325","CD11b+","Nb","PBS",FALSE,1013.50098357732,0.689514416647178,0.0951118960252525,7.24950763744748,4.18289375897925e-13,8.51649471956878e-11
"Ptchd1_ENSMUSG00000041552","CD11b+","Nb","PBS",FALSE,110.946266285691,-0.687744389288437,0.18788024888375,-3.66054650967582,0.00025167786265388,0.0041383373021888
"Dot1l_ENSMUSG00000061589","CD11b+","Nb","PBS",FALSE,519.707836252588,-0.685634626724629,0.14169354878265,-4.8388556332678,1.30588857139119e-06,5.03621929551838e-05
"Myh10_ENSMUSG00000020900","CD11b+","Nb","PBS",FALSE,172.984143438713,0.685584538258056,0.199524543355923,3.43609125337064,0.00059017215255682,0.00827855466276512
"Ociad1_ENSMUSG00000029152","CD11b+","Nb","PBS",FALSE,1122.04764695343,0.684549146082584,0.117412819553876,5.83027601827132,5.53357680412819e-09,4.49697216671872e-07
"Ets1_ENSMUSG00000032035","CD11b+","Nb","PBS",FALSE,367.176468886994,-0.683408296905022,0.172437015276103,-3.96323431956163,7.39411427968738e-05,0.00151661499558921
"Bcl6_ENSMUSG00000022508","CD11b+","Nb","PBS",FALSE,828.250072044799,-0.683134011374265,0.108720738915605,-6.28338271233193,3.31284166576408e-10,3.61151912303178e-08
"Tmtc4_ENSMUSG00000041594","CD11b+","Nb","PBS",FALSE,326.600497351296,0.681349257346609,0.132546979844374,5.14043592805051,2.74101782933859e-07,1.33624619180256e-05
"Tagap_ENSMUSG00000033450","CD11b+","Nb","PBS",FALSE,234.396454621415,-0.680402996432352,0.163754237170525,-4.15502528782701,3.25251567901231e-05,0.000764534457995339
"Tapbpl_ENSMUSG00000038213","CD11b+","Nb","PBS",FALSE,2774.55892408039,0.678282392200215,0.0882301728165113,7.68764664680881,1.49866025794571e-14,4.06842181789378e-12
"Ifit1_ENSMUSG00000034459","CD11b+","Nb","PBS",FALSE,149.737997741212,0.675548693360212,0.147479284684421,4.5806344586344,4.63567468029198e-06,0.000151013919879159
