"","CellPop","SampleA","SampleB","lowExpression","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"Ifrd1_ENSMUSG00000001627","TN","DBP+FITC","UT",FALSE,5257.67214154571,-0.801344846642543,0.22416175704684,-3.57485084520949,0.000350427613383468,0.0041271037409218
"Pde4c_ENSMUSG00000031842","TN","DBP+FITC","UT",TRUE,47.2050938193326,-0.801231138497219,0.228250927630986,-3.51030835586601,0.000447587318382679,0.00500756803418129
"Hist1h2bj_ENSMUSG00000069300","TN","DBP+FITC","UT",FALSE,212.312995530945,0.800275073629806,0.202292861508065,3.95602231173096,7.62080465837077e-05,0.00120082506203115
"Zfp326_ENSMUSG00000029290","TN","DBP+FITC","UT",FALSE,273.965960721961,-0.798545043244147,0.202729670735973,-3.93896483107369,8.18339234011529e-05,0.00126740957445341
"Unc93b1_ENSMUSG00000036908","TN","DBP+FITC","UT",FALSE,958.939494856428,-0.797592384515773,0.103725770112949,-7.68943323965932,1.4778822561855e-14,3.8065106459317e-12
"9130008F23Rik_ENSMUSG00000054951","TN","DBP+FITC","UT",FALSE,210.231750131106,0.797153584644712,0.14475269198273,5.50700352253082,3.64992960138234e-08,1.80184857988241e-06
"Got1_ENSMUSG00000025190","TN","DBP+FITC","UT",FALSE,927.440292743145,-0.796019805261112,0.178566856467881,-4.45782504663339,8.27954324126773e-06,0.000195021925094513
"Cd86_ENSMUSG00000022901","TN","DBP+FITC","UT",FALSE,3152.78797360002,0.794204234413583,0.131255709346,6.05081667205807,1.44113375018946e-09,1.0738712372481e-07
"Mx1_ENSMUSG00000000386","TN","DBP+FITC","UT",FALSE,5164.3925525231,-0.793271893458536,0.12753884434251,-6.21984539336248,4.97644996315343e-10,4.28363801541055e-08
"Capn5_ENSMUSG00000035547","TN","DBP+FITC","UT",FALSE,67.6927542840288,0.792909469877647,0.191197397759798,4.14707249768004,3.36753455566038e-05,0.000612880943401908
"Pde4d_ENSMUSG00000021699","TN","DBP+FITC","UT",FALSE,282.219476864011,-0.789855089240468,0.166580159594183,-4.74159162270396,2.12045721471571e-06,6.14258608311779e-05
"Fgd5_ENSMUSG00000034037","TN","DBP+FITC","UT",FALSE,188.311276457568,-0.788907904673992,0.160339366932509,-4.92023836545433,8.64388766295229e-07,2.79816341613822e-05
"Kif26b_ENSMUSG00000026494","TN","DBP+FITC","UT",FALSE,40.5037051227344,-0.78875152969524,0.23480328604096,-3.35920141065507,0.000781680734165088,0.00775657733533331
"Ehf_ENSMUSG00000012350","TN","DBP+FITC","UT",FALSE,3031.08936707269,-0.78784749802735,0.146856544119952,-5.36474218938339,8.10649219380023e-08,3.61074133504305e-06
"Trim6_ENSMUSG00000072244","TN","DBP+FITC","UT",FALSE,173.532460066337,-0.786766038897027,0.157773564216088,-4.9866784895565,6.1426158058246e-07,2.0734390902396e-05
"Mrpl49_ENSMUSG00000007338","TN","DBP+FITC","UT",FALSE,150.347369514182,0.786476132360299,0.181028330969649,4.34449198171175,1.39598342082172e-05,0.000295350206605282
"Skil_ENSMUSG00000027660","TN","DBP+FITC","UT",FALSE,8288.21300259997,-0.783666400639613,0.172512182873264,-4.54267279902969,5.55454318901283e-06,0.000138840142834228
"Rora_ENSMUSG00000032238","TN","DBP+FITC","UT",FALSE,122.579588366857,-0.777689054934272,0.220506629015792,-3.52682846046581,0.000420569148189301,0.00475921993099029
"Rad54b_ENSMUSG00000078773","TN","DBP+FITC","UT",FALSE,54.1086902425394,-0.774178234662876,0.233239957931791,-3.31923501242132,0.00090264428394765,0.00871009174754567
"Top1_ENSMUSG00000070544","TN","DBP+FITC","UT",FALSE,1457.29035060383,-0.77409245937173,0.152255439194293,-5.08416949481794,3.69238104816671e-07,1.35861275337513e-05
"Mlf2_ENSMUSG00000030120","TN","DBP+FITC","UT",FALSE,2423.86790046625,0.77307763973379,0.0799914579540893,9.66450242946559,4.26688308976983e-22,4.21283590396608e-19
"Myof_ENSMUSG00000048612","TN","DBP+FITC","UT",FALSE,918.528337711315,-0.772250711316009,0.170413925544425,-4.53161740655221,5.85337903670161e-06,0.000145085428508035
"Gm15922_ENSMUSG00000081665","TN","DBP+FITC","UT",FALSE,77.9380933230274,0.770598467849966,0.197244972843012,3.90680916599729,9.35229578708907e-05,0.00141334184292642
"Nudt1_ENSMUSG00000036639","TN","DBP+FITC","UT",FALSE,115.272325536155,0.769795753806606,0.169306384853082,4.54676150857871,5.44776696304964e-06,0.000137038520123593
"Runx3_ENSMUSG00000070691","TN","DBP+FITC","UT",FALSE,284.231860564086,-0.769110827480941,0.139821444824364,-5.50066428255735,3.78363027306158e-08,1.83879351836768e-06
"Slc38a1_ENSMUSG00000023169","TN","DBP+FITC","UT",FALSE,307.701409345298,-0.766100949371253,0.127004104678995,-6.03209598073689,1.61846597200862e-09,1.17677688073981e-07
"Pycrl_ENSMUSG00000022571","TN","DBP+FITC","UT",FALSE,68.2711277741288,0.763718066637781,0.233269371322631,3.27397489995159,0.00106046030526569,0.00984665650218488
"E430018J23Rik_ENSMUSG00000078580","TN","DBP+FITC","UT",FALSE,67.2360817649656,0.762437590755754,0.217949618621792,3.49822860703791,0.000468359488416555,0.00518125417251106
"BC106179_ENSMUSG00000045231","TN","DBP+FITC","UT",FALSE,52.2529176812007,0.760405299665537,0.217366264606517,3.49826731872145,0.000468291506891565,0.00518125417251106
"Tspo_ENSMUSG00000041736","TN","DBP+FITC","UT",FALSE,2187.3806299187,0.760287037565174,0.169950918147723,4.47356828578193,7.69249765856215e-06,0.000183381714806126
"Fgfr1op_ENSMUSG00000069135","TN","DBP+FITC","UT",FALSE,217.485346163042,-0.759642746452719,0.231235133544203,-3.28515280013668,0.00101927078665326,0.00951640684024254
"Dusp5_ENSMUSG00000034765","TN","DBP+FITC","UT",FALSE,5792.85373196808,-0.759622343489015,0.127168145519066,-5.97336967043468,2.32402461211382e-09,1.60112965792733e-07
"Zfp873_ENSMUSG00000061371","TN","DBP+FITC","UT",FALSE,131.724834276176,0.759205997115455,0.18860222590459,4.02543497816151,5.68700935282307e-05,0.00094900967341194
"Pld4_ENSMUSG00000052160","TN","DBP+FITC","UT",FALSE,360.579300599969,-0.758694498306364,0.193528036620843,-3.92033377464986,8.8426411671062e-05,0.00135009809984374
"Slc35e4_ENSMUSG00000048807","TN","DBP+FITC","UT",FALSE,177.852375258667,-0.758546656888919,0.190797277361348,-3.97566814044375,7.01819370520501e-05,0.00112977661710963
"Hist1h4h_ENSMUSG00000060981","TN","DBP+FITC","UT",FALSE,415.752443239866,0.756623675560079,0.206428765212747,3.66530156192281,0.000247047306121999,0.00310394112718286
"Tgif2_ENSMUSG00000062175","TN","DBP+FITC","UT",FALSE,330.331193469851,-0.754971956871103,0.126166611956205,-5.98392827678663,2.17819259498018e-09,1.54384933614225e-07
"Loxl3_ENSMUSG00000000693","TN","DBP+FITC","UT",FALSE,1310.8812861584,-0.754656344431381,0.0842883443119468,-8.95327047401046,3.45102949165872e-19,1.94703797224631e-16
"Cenpl_ENSMUSG00000026708","TN","DBP+FITC","UT",FALSE,131.047872485213,-0.754177788406832,0.215340633605043,-3.50225489625925,0.000461338032939913,0.0051131272350534
"Rbpms_ENSMUSG00000031586","TN","DBP+FITC","UT",FALSE,209.234146345999,-0.751618886601452,0.140544826145554,-5.34789438511984,8.89833618961679e-08,3.93386146173805e-06
"Ythdc1_ENSMUSG00000035851","TN","DBP+FITC","UT",FALSE,1922.87987669628,-0.751209902900741,0.0884847291576199,-8.48971240633616,2.07149081892975e-17,7.91710426538055e-15
"Flna_ENSMUSG00000031328","TN","DBP+FITC","UT",FALSE,15059.7068147735,0.750622028571548,0.115393451049899,6.50489279713943,7.77488052117316e-11,8.85738311681343e-09
"Tnf_ENSMUSG00000024401","TN","DBP+FITC","UT",FALSE,1009.68464566201,-0.750022501568113,0.181161951291394,-4.1400663672568,3.47205355864496e-05,0.000629004442856659
"Rapgef5_ENSMUSG00000041992","TN","DBP+FITC","UT",FALSE,72.298985922266,-0.747425029741481,0.1994024176542,-3.74832481237842,0.000178019615996867,0.0023543957065365
"Srsf5_ENSMUSG00000021134","TN","DBP+FITC","UT",FALSE,4084.06165338636,-0.746332087468499,0.0912020371092594,-8.18328308362672,2.76213257128901e-16,8.39121710375183e-14
"Dscaml1_ENSMUSG00000032087","TN","DBP+FITC","UT",FALSE,1647.39632384195,-0.744957093467114,0.0890642611667702,-8.36426512394465,6.04907607016497e-17,2.04769866512327e-14
"Cep170b_ENSMUSG00000072825","TN","DBP+FITC","UT",FALSE,70.5597982936603,-0.74385399184117,0.205597652722174,-3.61800819217691,0.000296879001626834,0.00361502817191648
"Srl_ENSMUSG00000022519","TN","DBP+FITC","UT",FALSE,276.329812799988,0.743529265271243,0.151606809434423,4.90432631650923,9.37485298716704e-07,3.01011539815596e-05
"Ppfibp2_ENSMUSG00000036528","TN","DBP+FITC","UT",FALSE,217.793630555705,-0.742995221192441,0.150429426311729,-4.93916143542795,7.84592389546544e-07,2.54680839214999e-05
"Gm13212_ENSMUSG00000078502","TN","DBP+FITC","UT",FALSE,441.511290721844,0.742600244169531,0.152345833835293,4.87443749182129,1.0911892864881e-06,3.42021446198703e-05
"Snhg12_ENSMUSG00000086290","TN","DBP+FITC","UT",FALSE,207.837672679763,-0.742302416393216,0.132991872297505,-5.58156226820143,2.38367683071885e-08,1.25519124846031e-06
