"","CellPop","SampleA","SampleB","lowExpression","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"Pik3r1_ENSMUSG00000041417","TN","Nb","PBS",FALSE,5022.73979581307,0.616939559621935,0.105938016192045,5.82358988583988,5.75968138644343e-09,1.95567363439693e-07
"Slc6a6_ENSMUSG00000030096","TN","Nb","PBS",FALSE,5059.28573529027,-0.616429389890891,0.0826658593191437,-7.45687996190875,8.85953491518814e-14,6.72166961184728e-12
"Stard9_ENSMUSG00000033705","TN","Nb","PBS",FALSE,436.198499201091,-0.616402338399468,0.130585785710272,-4.72028663033103,2.35512538341919e-06,4.01051366583769e-05
"Tssc4_ENSMUSG00000045752","TN","Nb","PBS",FALSE,183.414019382292,0.615869536568654,0.169124757187993,3.64151024846158,0.00027104333338962,0.00226138536904743
"Mapk1ip1_ENSMUSG00000041775","TN","Nb","PBS",FALSE,137.914672029285,-0.615372755680259,0.145230021205972,-4.23722829873796,2.2629600806354e-05,0.000287162714649147
"Atxn2_ENSMUSG00000042605","TN","Nb","PBS",FALSE,393.31092394761,-0.615159053277421,0.132956330194132,-4.62677521543513,3.71403230459053e-06,5.98624705595249e-05
"Atg2b_ENSMUSG00000041341","TN","Nb","PBS",FALSE,461.194371399024,-0.615107500754721,0.119011532522238,-5.16846970809141,2.3601853235091e-07,5.32110192151297e-06
"Hspb11_ENSMUSG00000063172","TN","Nb","PBS",FALSE,163.651509424041,0.614598682144519,0.143610500693013,4.27962216675441,1.87210855570202e-05,0.000246787957254602
"Cfl1_ENSMUSG00000056201","TN","Nb","PBS",FALSE,6170.34009198914,0.61453307806438,0.0890500612430675,6.90098433943774,5.16434266504912e-12,3.04560313483555e-10
"Aspm_ENSMUSG00000033952","TN","Nb","PBS",FALSE,81.9988010433752,0.613977684036912,0.189134876422312,3.24624255267433,0.00116939161363763,0.00751320701307894
"Plk4_ENSMUSG00000025758","TN","Nb","PBS",FALSE,479.763739378947,0.613895903695013,0.119575613286067,5.133955719101,2.83714874955485e-07,6.24562902529708e-06
"Myom1_ENSMUSG00000024049","TN","Nb","PBS",FALSE,238.198690548401,-0.613411289136533,0.112505954163811,-5.45225622675397,4.97347244949366e-08,1.35921362918479e-06
"Ddx49_ENSMUSG00000057788","TN","Nb","PBS",FALSE,506.076169095274,0.613308627964153,0.105751669347287,5.79951722511404,6.65061071586315e-09,2.22448039018647e-07
